system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,spacecraft,system_index,ee_image_asset
20181013T105029_20181013T105334_T30SWF,3.005204,20181013,20181013T105029_20181013T105334_T30SWF,2018-2019,2018-10-13,2018-10-13 | 20181013T105029_20181013T105334_T30SWF,30SWF,Sentinel-2B,20181013T105029_20181013T105334_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181013T105029_20181013T105334_T30SWF
20181013T105029_20181013T105334_T30SWG,6.14652,20181013,20181013T105029_20181013T105334_T30SWG,2018-2019,2018-10-13,2018-10-13 | 20181013T105029_20181013T105334_T30SWG,30SWG,Sentinel-2B,20181013T105029_20181013T105334_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181013T105029_20181013T105334_T30SWG
20181013T105029_20181013T105334_T30SXF,2.512304,20181013,20181013T105029_20181013T105334_T30SXF,2018-2019,2018-10-13,2018-10-13 | 20181013T105029_20181013T105334_T30SXF,30SXF,Sentinel-2B,20181013T105029_20181013T105334_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20181013T105029_20181013T105334_T30SXF
20181013T105029_20181013T105334_T30SXG,16.154408,20181013,20181013T105029_20181013T105334_T30SXG,2018-2019,2018-10-13,2018-10-13 | 20181013T105029_20181013T105334_T30SXG,30SXG,Sentinel-2B,20181013T105029_20181013T105334_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181013T105029_20181013T105334_T30SXG
20181021T110101_20181021T111004_T30SWF,14.583885,20181021,20181021T110101_20181021T111004_T30SWF,2018-2019,2018-10-21,2018-10-21 | 20181021T110101_20181021T111004_T30SWF,30SWF,Sentinel-2A,20181021T110101_20181021T111004_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181021T110101_20181021T111004_T30SWF
20181031T110201_20181031T110435_T30SWF,11.970809,20181031,20181031T110201_20181031T110435_T30SWF,2018-2019,2018-10-31,2018-10-31 | 20181031T110201_20181031T110435_T30SWF,30SWF,Sentinel-2A,20181031T110201_20181031T110435_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181031T110201_20181031T110435_T30SWF
20181107T105231_20181107T105655_T30SXG,0.615197,20181107,20181107T105231_20181107T105655_T30SXG,2018-2019,2018-11-07,2018-11-07 | 20181107T105231_20181107T105655_T30SXG,30SXG,Sentinel-2A,20181107T105231_20181107T105655_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181107T105231_20181107T105655_T30SXG
20181107T105231_20181107T105655_T30SWG,4.605511,20181107,20181107T105231_20181107T105655_T30SWG,2018-2019,2018-11-07,2018-11-07 | 20181107T105231_20181107T105655_T30SWG,30SWG,Sentinel-2A,20181107T105231_20181107T105655_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181107T105231_20181107T105655_T30SWG
20181107T105231_20181107T105655_T30SXF,2.738037,20181107,20181107T105231_20181107T105655_T30SXF,2018-2019,2018-11-07,2018-11-07 | 20181107T105231_20181107T105655_T30SXF,30SXF,Sentinel-2A,20181107T105231_20181107T105655_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20181107T105231_20181107T105655_T30SXF
20181107T105231_20181107T105655_T30SWF,1.035284,20181107,20181107T105231_20181107T105655_T30SWF,2018-2019,2018-11-07,2018-11-07 | 20181107T105231_20181107T105655_T30SWF,30SWF,Sentinel-2A,20181107T105231_20181107T105655_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181107T105231_20181107T105655_T30SWF
20181117T105321_20181117T105429_T30SXF,13.558761,20181117,20181117T105321_20181117T105429_T30SXF,2018-2019,2018-11-17,2018-11-17 | 20181117T105321_20181117T105429_T30SXF,30SXF,Sentinel-2A,20181117T105321_20181117T105429_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20181117T105321_20181117T105429_T30SXF
20181130T110411_20181130T110431_T30SWG,18.7346,20181130,20181130T110411_20181130T110431_T30SWG,2018-2019,2018-11-30,2018-11-30 | 20181130T110411_20181130T110431_T30SWG,30SWG,Sentinel-2A,20181130T110411_20181130T110431_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181130T110411_20181130T110431_T30SWG
20181130T110411_20181130T110431_T30SWF,4.839568,20181130,20181130T110411_20181130T110431_T30SWF,2018-2019,2018-11-30,2018-11-30 | 20181130T110411_20181130T110431_T30SWF,30SWF,Sentinel-2A,20181130T110411_20181130T110431_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181130T110411_20181130T110431_T30SWF
20181202T105419_20181202T105516_T30SXG,19.993176,20181202,20181202T105419_20181202T105516_T30SXG,2018-2019,2018-12-02,2018-12-02 | 20181202T105419_20181202T105516_T30SXG,30SXG,Sentinel-2B,20181202T105419_20181202T105516_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181202T105419_20181202T105516_T30SXG
20181205T110429_20181205T110904_T30SWG,1.886152,20181205,20181205T110429_20181205T110904_T30SWG,2018-2019,2018-12-05,2018-12-05 | 20181205T110429_20181205T110904_T30SWG,30SWG,Sentinel-2B,20181205T110429_20181205T110904_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181205T110429_20181205T110904_T30SWG
20181205T110429_20181205T110904_T30SWF,2.364439,20181205,20181205T110429_20181205T110904_T30SWF,2018-2019,2018-12-05,2018-12-05 | 20181205T110429_20181205T110904_T30SWF,30SWF,Sentinel-2B,20181205T110429_20181205T110904_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181205T110429_20181205T110904_T30SWF
20181207T105421_20181207T105427_T30SXG,15.718271,20181207,20181207T105421_20181207T105427_T30SXG,2018-2019,2018-12-07,2018-12-07 | 20181207T105421_20181207T105427_T30SXG,30SXG,Sentinel-2A,20181207T105421_20181207T105427_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181207T105421_20181207T105427_T30SXG
20181207T105421_20181207T105427_T30SWG,0.31817,20181207,20181207T105421_20181207T105427_T30SWG,2018-2019,2018-12-07,2018-12-07 | 20181207T105421_20181207T105427_T30SWG,30SWG,Sentinel-2A,20181207T105421_20181207T105427_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181207T105421_20181207T105427_T30SWG
20181212T105439_20181212T105933_T30SXG,0.007412,20181212,20181212T105439_20181212T105933_T30SXG,2018-2019,2018-12-12,2018-12-12 | 20181212T105439_20181212T105933_T30SXG,30SXG,Sentinel-2B,20181212T105439_20181212T105933_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181212T105439_20181212T105933_T30SXG
20181212T105439_20181212T105933_T30SWG,17.187752,20181212,20181212T105439_20181212T105933_T30SWG,2018-2019,2018-12-12,2018-12-12 | 20181212T105439_20181212T105933_T30SWG,30SWG,Sentinel-2B,20181212T105439_20181212T105933_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181212T105439_20181212T105933_T30SWG
20181212T105439_20181212T105933_T30SXF,2.409285,20181212,20181212T105439_20181212T105933_T30SXF,2018-2019,2018-12-12,2018-12-12 | 20181212T105439_20181212T105933_T30SXF,30SXF,Sentinel-2B,20181212T105439_20181212T105933_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20181212T105439_20181212T105933_T30SXF
20181212T105439_20181212T105933_T30SWF,0.128987,20181212,20181212T105439_20181212T105933_T30SWF,2018-2019,2018-12-12,2018-12-12 | 20181212T105439_20181212T105933_T30SWF,30SWF,Sentinel-2B,20181212T105439_20181212T105933_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181212T105439_20181212T105933_T30SWF
20181215T110449_20181215T110859_T30SWF,17.60411,20181215,20181215T110449_20181215T110859_T30SWF,2018-2019,2018-12-15,2018-12-15 | 20181215T110449_20181215T110859_T30SWF,30SWF,Sentinel-2B,20181215T110449_20181215T110859_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181215T110449_20181215T110859_T30SWF
20181217T105441_20181217T105437_T30SXG,0.00926,20181217,20181217T105441_20181217T105437_T30SXG,2018-2019,2018-12-17,2018-12-17 | 20181217T105441_20181217T105437_T30SXG,30SXG,Sentinel-2A,20181217T105441_20181217T105437_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181217T105441_20181217T105437_T30SXG
20181217T105441_20181217T105437_T30SWG,1.700569,20181217,20181217T105441_20181217T105437_T30SWG,2018-2019,2018-12-17,2018-12-17 | 20181217T105441_20181217T105437_T30SWG,30SWG,Sentinel-2A,20181217T105441_20181217T105437_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181217T105441_20181217T105437_T30SWG
20181222T105449_20181222T110016_T30SXG,9.62093,20181222,20181222T105449_20181222T110016_T30SXG,2018-2019,2018-12-22,2018-12-22 | 20181222T105449_20181222T110016_T30SXG,30SXG,Sentinel-2B,20181222T105449_20181222T110016_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T110016_T30SXG
20181222T105449_20181222T110016_T30SWG,2.854076,20181222,20181222T105449_20181222T110016_T30SWG,2018-2019,2018-12-22,2018-12-22 | 20181222T105449_20181222T110016_T30SWG,30SWG,Sentinel-2B,20181222T105449_20181222T110016_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T110016_T30SWG
20181222T105449_20181222T110016_T30SXF,3.023195,20181222,20181222T105449_20181222T110016_T30SXF,2018-2019,2018-12-22,2018-12-22 | 20181222T105449_20181222T110016_T30SXF,30SXF,Sentinel-2B,20181222T105449_20181222T110016_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T110016_T30SXF
20181222T105449_20181222T110016_T30SWF,5.242847,20181222,20181222T105449_20181222T110016_T30SWF,2018-2019,2018-12-22,2018-12-22 | 20181222T105449_20181222T110016_T30SWF,30SWF,Sentinel-2B,20181222T105449_20181222T110016_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T110016_T30SWF
20181227T105441_20181227T105439_T30SWG,19.250128,20181227,20181227T105441_20181227T105439_T30SWG,2018-2019,2018-12-27,2018-12-27 | 20181227T105441_20181227T105439_T30SWG,30SWG,Sentinel-2A,20181227T105441_20181227T105439_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181227T105441_20181227T105439_T30SWG
20181230T110441_20181230T110443_T30SWG,2.171675,20181230,20181230T110441_20181230T110443_T30SWG,2018-2019,2018-12-30,2018-12-30 | 20181230T110441_20181230T110443_T30SWG,30SWG,Sentinel-2A,20181230T110441_20181230T110443_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20181230T110441_20181230T110443_T30SWG
20190101T105439_20190101T105645_T30SXG,0.09632,20190101,20190101T105439_20190101T105645_T30SXG,2018-2019,2019-01-01,2019-01-01 | 20190101T105439_20190101T105645_T30SXG,30SXG,Sentinel-2B,20190101T105439_20190101T105645_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T30SXG
20190101T105439_20190101T105645_T30SWG,0.034649,20190101,20190101T105439_20190101T105645_T30SWG,2018-2019,2019-01-01,2019-01-01 | 20190101T105439_20190101T105645_T30SWG,30SWG,Sentinel-2B,20190101T105439_20190101T105645_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T30SWG
20190101T105439_20190101T105645_T30SXF,0.02355,20190101,20190101T105439_20190101T105645_T30SXF,2018-2019,2019-01-01,2019-01-01 | 20190101T105439_20190101T105645_T30SXF,30SXF,Sentinel-2B,20190101T105439_20190101T105645_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T30SXF
20190101T105439_20190101T105645_T30SWF,0.019545,20190101,20190101T105439_20190101T105645_T30SWF,2018-2019,2019-01-01,2019-01-01 | 20190101T105439_20190101T105645_T30SWF,30SWF,Sentinel-2B,20190101T105439_20190101T105645_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T30SWF
20190104T110439_20190104T110440_T30SWG,3.745281,20190104,20190104T110439_20190104T110440_T30SWG,2018-2019,2019-01-04,2019-01-04 | 20190104T110439_20190104T110440_T30SWG,30SWG,Sentinel-2B,20190104T110439_20190104T110440_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190104T110439_20190104T110440_T30SWG
20190106T105431_20190106T105433_T30SXG,0.008394,20190106,20190106T105431_20190106T105433_T30SXG,2018-2019,2019-01-06,2019-01-06 | 20190106T105431_20190106T105433_T30SXG,30SXG,Sentinel-2A,20190106T105431_20190106T105433_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T30SXG
20190106T105431_20190106T105433_T30SWG,0.037854,20190106,20190106T105431_20190106T105433_T30SWG,2018-2019,2019-01-06,2019-01-06 | 20190106T105431_20190106T105433_T30SWG,30SWG,Sentinel-2A,20190106T105431_20190106T105433_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T30SWG
20190106T105431_20190106T105433_T30SXF,0.042591,20190106,20190106T105431_20190106T105433_T30SXF,2018-2019,2019-01-06,2019-01-06 | 20190106T105431_20190106T105433_T30SXF,30SXF,Sentinel-2A,20190106T105431_20190106T105433_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T30SXF
20190106T105431_20190106T105433_T30SWF,0.029137,20190106,20190106T105431_20190106T105433_T30SWF,2018-2019,2019-01-06,2019-01-06 | 20190106T105431_20190106T105433_T30SWF,30SWF,Sentinel-2A,20190106T105431_20190106T105433_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T30SWF
20190109T110431_20190109T110434_T30SWG,0.004746,20190109,20190109T110431_20190109T110434_T30SWG,2018-2019,2019-01-09,2019-01-09 | 20190109T110431_20190109T110434_T30SWG,30SWG,Sentinel-2A,20190109T110431_20190109T110434_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190109T110431_20190109T110434_T30SWG
20190109T110431_20190109T110434_T30SWF,12.876909,20190109,20190109T110431_20190109T110434_T30SWF,2018-2019,2019-01-09,2019-01-09 | 20190109T110431_20190109T110434_T30SWF,30SWF,Sentinel-2A,20190109T110431_20190109T110434_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190109T110431_20190109T110434_T30SWF
20190111T105419_20190111T105807_T30SXG,1.05422,20190111,20190111T105419_20190111T105807_T30SXG,2018-2019,2019-01-11,2019-01-11 | 20190111T105419_20190111T105807_T30SXG,30SXG,Sentinel-2B,20190111T105419_20190111T105807_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T30SXG
20190111T105419_20190111T105807_T30SWG,0.047993,20190111,20190111T105419_20190111T105807_T30SWG,2018-2019,2019-01-11,2019-01-11 | 20190111T105419_20190111T105807_T30SWG,30SWG,Sentinel-2B,20190111T105419_20190111T105807_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T30SWG
20190111T105419_20190111T105807_T30SXF,7.382187,20190111,20190111T105419_20190111T105807_T30SXF,2018-2019,2019-01-11,2019-01-11 | 20190111T105419_20190111T105807_T30SXF,30SXF,Sentinel-2B,20190111T105419_20190111T105807_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T30SXF
20190111T105419_20190111T105807_T30SWF,2.219916,20190111,20190111T105419_20190111T105807_T30SWF,2018-2019,2019-01-11,2019-01-11 | 20190111T105419_20190111T105807_T30SWF,30SWF,Sentinel-2B,20190111T105419_20190111T105807_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T30SWF
20190111T105419_20190111T110053_T30SWF,18.38254,20190111,20190111T105419_20190111T110053_T30SWF,2018-2019,2019-01-11,2019-01-11 | 20190111T105419_20190111T110053_T30SWF,30SWF,Sentinel-2B,20190111T105419_20190111T110053_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T110053_T30SWF
20190114T110419_20190114T111002_T30SWG,0.763416,20190114,20190114T110419_20190114T111002_T30SWG,2018-2019,2019-01-14,2019-01-14 | 20190114T110419_20190114T111002_T30SWG,30SWG,Sentinel-2B,20190114T110419_20190114T111002_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190114T110419_20190114T111002_T30SWG
20190114T110419_20190114T111002_T30SWF,0.639384,20190114,20190114T110419_20190114T111002_T30SWF,2018-2019,2019-01-14,2019-01-14 | 20190114T110419_20190114T111002_T30SWF,30SWF,Sentinel-2B,20190114T110419_20190114T111002_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190114T110419_20190114T111002_T30SWF
20190119T110401_20190119T110436_T30SWG,16.550843,20190119,20190119T110401_20190119T110436_T30SWG,2018-2019,2019-01-19,2019-01-19 | 20190119T110401_20190119T110436_T30SWG,30SWG,Sentinel-2A,20190119T110401_20190119T110436_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190119T110401_20190119T110436_T30SWG
20190121T105349_20190121T105535_T30SXG,0.096101,20190121,20190121T105349_20190121T105535_T30SXG,2018-2019,2019-01-21,2019-01-21 | 20190121T105349_20190121T105535_T30SXG,30SXG,Sentinel-2B,20190121T105349_20190121T105535_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T30SXG
20190121T105349_20190121T105535_T30SWG,7.51235,20190121,20190121T105349_20190121T105535_T30SWG,2018-2019,2019-01-21,2019-01-21 | 20190121T105349_20190121T105535_T30SWG,30SWG,Sentinel-2B,20190121T105349_20190121T105535_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T30SWG
20190121T105349_20190121T105535_T30SXF,10.904323,20190121,20190121T105349_20190121T105535_T30SXF,2018-2019,2019-01-21,2019-01-21 | 20190121T105349_20190121T105535_T30SXF,30SXF,Sentinel-2B,20190121T105349_20190121T105535_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T30SXF
20190121T105349_20190121T105535_T30SWF,6.441081,20190121,20190121T105349_20190121T105535_T30SWF,2018-2019,2019-01-21,2019-01-21 | 20190121T105349_20190121T105535_T30SWF,30SWF,Sentinel-2B,20190121T105349_20190121T105535_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T30SWF
20190126T105321_20190126T105420_T30SXG,0.011476,20190126,20190126T105321_20190126T105420_T30SXG,2018-2019,2019-01-26,2019-01-26 | 20190126T105321_20190126T105420_T30SXG,30SXG,Sentinel-2A,20190126T105321_20190126T105420_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T30SXG
20190126T105321_20190126T105420_T30SWG,0.041627,20190126,20190126T105321_20190126T105420_T30SWG,2018-2019,2019-01-26,2019-01-26 | 20190126T105321_20190126T105420_T30SWG,30SWG,Sentinel-2A,20190126T105321_20190126T105420_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T30SWG
20190126T105321_20190126T105420_T30SXF,0.049572,20190126,20190126T105321_20190126T105420_T30SXF,2018-2019,2019-01-26,2019-01-26 | 20190126T105321_20190126T105420_T30SXF,30SXF,Sentinel-2A,20190126T105321_20190126T105420_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T30SXF
20190126T105321_20190126T105420_T30SWF,5.733099,20190126,20190126T105321_20190126T105420_T30SWF,2018-2019,2019-01-26,2019-01-26 | 20190126T105321_20190126T105420_T30SWF,30SWF,Sentinel-2A,20190126T105321_20190126T105420_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T30SWF
20190203T110249_20190203T111026_T30SWG,1.973973,20190203,20190203T110249_20190203T111026_T30SWG,2018-2019,2019-02-03,2019-02-03 | 20190203T110249_20190203T111026_T30SWG,30SWG,Sentinel-2B,20190203T110249_20190203T111026_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190203T110249_20190203T111026_T30SWG
20190203T110249_20190203T111026_T30SWF,0.122871,20190203,20190203T110249_20190203T111026_T30SWF,2018-2019,2019-02-03,2019-02-03 | 20190203T110249_20190203T111026_T30SWF,30SWF,Sentinel-2B,20190203T110249_20190203T111026_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190203T110249_20190203T111026_T30SWF
20190205T105231_20190205T105330_T30SXG,0.006301,20190205,20190205T105231_20190205T105330_T30SXG,2018-2019,2019-02-05,2019-02-05 | 20190205T105231_20190205T105330_T30SXG,30SXG,Sentinel-2A,20190205T105231_20190205T105330_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T30SXG
20190205T105231_20190205T105330_T30SWG,0.022998,20190205,20190205T105231_20190205T105330_T30SWG,2018-2019,2019-02-05,2019-02-05 | 20190205T105231_20190205T105330_T30SWG,30SWG,Sentinel-2A,20190205T105231_20190205T105330_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T30SWG
20190205T105231_20190205T105330_T30SXF,0.001516,20190205,20190205T105231_20190205T105330_T30SXF,2018-2019,2019-02-05,2019-02-05 | 20190205T105231_20190205T105330_T30SXF,30SXF,Sentinel-2A,20190205T105231_20190205T105330_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T30SXF
20190205T105231_20190205T105330_T30SWF,0.022853,20190205,20190205T105231_20190205T105330_T30SWF,2018-2019,2019-02-05,2019-02-05 | 20190205T105231_20190205T105330_T30SWF,30SWF,Sentinel-2A,20190205T105231_20190205T105330_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T30SWF
20190208T110221_20190208T110853_T30SWG,0.044851,20190208,20190208T110221_20190208T110853_T30SWG,2018-2019,2019-02-08,2019-02-08 | 20190208T110221_20190208T110853_T30SWG,30SWG,Sentinel-2A,20190208T110221_20190208T110853_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190208T110221_20190208T110853_T30SWG
20190208T110221_20190208T110853_T30SWF,3.105135,20190208,20190208T110221_20190208T110853_T30SWF,2018-2019,2019-02-08,2019-02-08 | 20190208T110221_20190208T110853_T30SWF,30SWF,Sentinel-2A,20190208T110221_20190208T110853_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190208T110221_20190208T110853_T30SWF
20190210T105209_20190210T105626_T30SWG,16.256154,20190210,20190210T105209_20190210T105626_T30SWG,2018-2019,2019-02-10,2019-02-10 | 20190210T105209_20190210T105626_T30SWG,30SWG,Sentinel-2B,20190210T105209_20190210T105626_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190210T105209_20190210T105626_T30SWG
20190210T105209_20190210T105626_T30SWF,19.272382,20190210,20190210T105209_20190210T105626_T30SWF,2018-2019,2019-02-10,2019-02-10 | 20190210T105209_20190210T105626_T30SWF,30SWF,Sentinel-2B,20190210T105209_20190210T105626_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190210T105209_20190210T105626_T30SWF
20190213T110149_20190213T110149_T30SWG,0.617938,20190213,20190213T110149_20190213T110149_T30SWG,2018-2019,2019-02-13,2019-02-13 | 20190213T110149_20190213T110149_T30SWG,30SWG,Sentinel-2B,20190213T110149_20190213T110149_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190213T110149_20190213T110149_T30SWG
20190213T110149_20190213T110149_T30SWF,0.578352,20190213,20190213T110149_20190213T110149_T30SWF,2018-2019,2019-02-13,2019-02-13 | 20190213T110149_20190213T110149_T30SWF,30SWF,Sentinel-2B,20190213T110149_20190213T110149_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190213T110149_20190213T110149_T30SWF
20190220T105059_20190220T110016_T30SWG,10.762195,20190220,20190220T105059_20190220T110016_T30SWG,2018-2019,2019-02-20,2019-02-20 | 20190220T105059_20190220T110016_T30SWG,30SWG,Sentinel-2B,20190220T105059_20190220T110016_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190220T105059_20190220T110016_T30SWG
20190220T105059_20190220T110016_T30SWF,9.861901,20190220,20190220T105059_20190220T110016_T30SWF,2018-2019,2019-02-20,2019-02-20 | 20190220T105059_20190220T110016_T30SWF,30SWF,Sentinel-2B,20190220T105059_20190220T110016_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190220T105059_20190220T110016_T30SWF
20190225T105021_20190225T105315_T30SXG,1.818139,20190225,20190225T105021_20190225T105315_T30SXG,2018-2019,2019-02-25,2019-02-25 | 20190225T105021_20190225T105315_T30SXG,30SXG,Sentinel-2A,20190225T105021_20190225T105315_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T30SXG
20190225T105021_20190225T105315_T30SWG,0.055705,20190225,20190225T105021_20190225T105315_T30SWG,2018-2019,2019-02-25,2019-02-25 | 20190225T105021_20190225T105315_T30SWG,30SWG,Sentinel-2A,20190225T105021_20190225T105315_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T30SWG
20190225T105021_20190225T105315_T30SXF,15.021822,20190225,20190225T105021_20190225T105315_T30SXF,2018-2019,2019-02-25,2019-02-25 | 20190225T105021_20190225T105315_T30SXF,30SXF,Sentinel-2A,20190225T105021_20190225T105315_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T30SXF
20190225T105021_20190225T105315_T30SWF,4.395078,20190225,20190225T105021_20190225T105315_T30SWF,2018-2019,2019-02-25,2019-02-25 | 20190225T105021_20190225T105315_T30SWF,30SWF,Sentinel-2A,20190225T105021_20190225T105315_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T30SWF
20190228T110001_20190228T110436_T30SWG,9.904081,20190228,20190228T110001_20190228T110436_T30SWG,2018-2019,2019-02-28,2019-02-28 | 20190228T110001_20190228T110436_T30SWG,30SWG,Sentinel-2A,20190228T110001_20190228T110436_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190228T110001_20190228T110436_T30SWG
20190228T110001_20190228T110436_T30SWF,0.6235,20190228,20190228T110001_20190228T110436_T30SWF,2018-2019,2019-02-28,2019-02-28 | 20190228T110001_20190228T110436_T30SWF,30SWF,Sentinel-2A,20190228T110001_20190228T110436_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190228T110001_20190228T110436_T30SWF
20190302T105029_20190302T105637_T30SXF,17.391306,20190302,20190302T105029_20190302T105637_T30SXF,2018-2019,2019-03-02,2019-03-02 | 20190302T105029_20190302T105637_T30SXF,30SXF,Sentinel-2B,20190302T105029_20190302T105637_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20190302T105029_20190302T105637_T30SXF
20190307T105021_20190307T105430_T30SWG,13.771327,20190307,20190307T105021_20190307T105430_T30SWG,2018-2019,2019-03-07,2019-03-07 | 20190307T105021_20190307T105430_T30SWG,30SWG,Sentinel-2A,20190307T105021_20190307T105430_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190307T105021_20190307T105430_T30SWG
20190310T105851_20190310T110327_T30SWG,0.007472,20190310,20190310T105851_20190310T110327_T30SWG,2018-2019,2019-03-10,2019-03-10 | 20190310T105851_20190310T110327_T30SWG,30SWG,Sentinel-2A,20190310T105851_20190310T110327_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20190310T105851_20190310T110327_T30SWG
20190310T105851_20190310T110327_T30SWF,0.673452,20190310,20190310T105851_20190310T110327_T30SWF,2018-2019,2019-03-10,2019-03-10 | 20190310T105851_20190310T110327_T30SWF,30SWF,Sentinel-2A,20190310T105851_20190310T110327_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20190310T105851_20190310T110327_T30SWF
20190312T105119_20190312T105121_T30SXG,1.028918,20190312,20190312T105119_20190312T105121_T30SXG,2018-2019,2019-03-12,2019-03-12 | 20190312T105119_20190312T105121_T30SXG,30SXG,Sentinel-2B,20190312T105119_20190312T105121_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20190312T105119_20190312T105121_T30SXG
