system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,spacecraft,system_index,ee_image_asset
20151113T105302_20151113T105818_T30SWG,1.340094,20151113,20151113T105302_20151113T105818_T30SWG,2015-2016,2015-11-13,2015-11-13 | 20151113T105302_20151113T105818_T30SWG,30SWG,Sentinel-2A,20151113T105302_20151113T105818_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20151113T105302_20151113T105818_T30SWG
20151116T110322_20151116T110736_T30SWG,0.025636,20151116,20151116T110322_20151116T110736_T30SWG,2015-2016,2015-11-16,2015-11-16 | 20151116T110322_20151116T110736_T30SWG,30SWG,Sentinel-2A,20151116T110322_20151116T110736_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20151116T110322_20151116T110736_T30SWG
20151203T105422_20151203T105811_T30SWG,0.073131,20151203,20151203T105422_20151203T105811_T30SWG,2015-2016,2015-12-03,2015-12-03 | 20151203T105422_20151203T105811_T30SWG,30SWG,Sentinel-2A,20151203T105422_20151203T105811_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20151203T105422_20151203T105811_T30SWG
20160112T105422_20160112T105613_T30SXG,1.114585,20160112,20160112T105422_20160112T105613_T30SXG,2015-2016,2016-01-12,2016-01-12 | 20160112T105422_20160112T105613_T30SXG,30SXG,Sentinel-2A,20160112T105422_20160112T105613_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160112T105422_20160112T105613_T30SXG
20160112T105422_20160112T105613_T30SWG,0.416518,20160112,20160112T105422_20160112T105613_T30SWG,2015-2016,2016-01-12,2016-01-12 | 20160112T105422_20160112T105613_T30SWG,30SWG,Sentinel-2A,20160112T105422_20160112T105613_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160112T105422_20160112T105613_T30SWG
20160201T105252_20160201T105615_T30SXG,0.007996,20160201,20160201T105252_20160201T105615_T30SXG,2015-2016,2016-02-01,2016-02-01 | 20160201T105252_20160201T105615_T30SXG,30SXG,Sentinel-2A,20160201T105252_20160201T105615_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160201T105252_20160201T105615_T30SXG
20160201T105252_20160201T105615_T30SWG,0.023049,20160201,20160201T105252_20160201T105615_T30SWG,2015-2016,2016-02-01,2016-02-01 | 20160201T105252_20160201T105615_T30SWG,30SWG,Sentinel-2A,20160201T105252_20160201T105615_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160201T105252_20160201T105615_T30SWG
20160201T105252_20160201T105615_T30SXF,0.088633,20160201,20160201T105252_20160201T105615_T30SXF,2015-2016,2016-02-01,2016-02-01 | 20160201T105252_20160201T105615_T30SXF,30SXF,Sentinel-2A,20160201T105252_20160201T105615_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160201T105252_20160201T105615_T30SXF
20160302T105042_20160302T110021_T30SXG,1.862665,20160302,20160302T105042_20160302T110021_T30SXG,2015-2016,2016-03-02,2016-03-02 | 20160302T105042_20160302T110021_T30SXG,30SXG,Sentinel-2A,20160302T105042_20160302T110021_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160302T105042_20160302T110021_T30SXG
20160302T105042_20160302T110021_T30SXF,0.162455,20160302,20160302T105042_20160302T110021_T30SXF,2015-2016,2016-03-02,2016-03-02 | 20160302T105042_20160302T110021_T30SXF,30SXF,Sentinel-2A,20160302T105042_20160302T110021_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160302T105042_20160302T110021_T30SXF
20160302T105042_20160302T110021_T30SWF,0.027379,20160302,20160302T105042_20160302T110021_T30SWF,2015-2016,2016-03-02,2016-03-02 | 20160302T105042_20160302T110021_T30SWF,30SWF,Sentinel-2A,20160302T105042_20160302T110021_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160302T105042_20160302T110021_T30SWF
20160305T110042_20160305T110109_T30SWF,0.623593,20160305,20160305T110042_20160305T110109_T30SWF,2015-2016,2016-03-05,2016-03-05 | 20160305T110042_20160305T110109_T30SWF,30SWF,Sentinel-2A,20160305T110042_20160305T110109_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160305T110042_20160305T110109_T30SWF
20160312T105042_20160312T105931_T30SXG,1.952605,20160312,20160312T105042_20160312T105931_T30SXG,2015-2016,2016-03-12,2016-03-12 | 20160312T105042_20160312T105931_T30SXG,30SXG,Sentinel-2A,20160312T105042_20160312T105931_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160312T105042_20160312T105931_T30SXG
20160312T105042_20160312T105931_T30SWF,1.441447,20160312,20160312T105042_20160312T105931_T30SWF,2015-2016,2016-03-12,2016-03-12 | 20160312T105042_20160312T105931_T30SWF,30SWF,Sentinel-2A,20160312T105042_20160312T105931_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160312T105042_20160312T105931_T30SWF
20160401T105022_20160401T105759_T30SXG,1.295115,20160401,20160401T105022_20160401T105759_T30SXG,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SXG,30SXG,Sentinel-2A,20160401T105022_20160401T105759_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SXG
20160401T105022_20160401T105759_T30SXF,0.214989,20160401,20160401T105022_20160401T105759_T30SXF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SXF,30SXF,Sentinel-2A,20160401T105022_20160401T105759_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SXF
20160401T105022_20160401T105759_T30SWF,2.451448,20160401,20160401T105022_20160401T105759_T30SWF,2015-2016,2016-04-01,2016-04-01 | 20160401T105022_20160401T105759_T30SWF,30SWF,Sentinel-2A,20160401T105022_20160401T105759_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160401T105022_20160401T105759_T30SWF
20160411T105022_20160411T105756_T30SXF,0.002031,20160411,20160411T105022_20160411T105756_T30SXF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SXF,30SXF,Sentinel-2A,20160411T105022_20160411T105756_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SXF
20160411T105022_20160411T105756_T30SWF,0.555925,20160411,20160411T105022_20160411T105756_T30SWF,2015-2016,2016-04-11,2016-04-11 | 20160411T105022_20160411T105756_T30SWF,30SWF,Sentinel-2A,20160411T105022_20160411T105756_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160411T105022_20160411T105756_T30SWF
20160414T105652_20160414T110907_T30SWG,0.186966,20160414,20160414T105652_20160414T110907_T30SWG,2015-2016,2016-04-14,2016-04-14 | 20160414T105652_20160414T110907_T30SWG,30SWG,Sentinel-2A,20160414T105652_20160414T110907_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160414T105652_20160414T110907_T30SWG
20160521T105032_20160521T105553_T30SXG,0.029154,20160521,20160521T105032_20160521T105553_T30SXG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXG,30SXG,Sentinel-2A,20160521T105032_20160521T105553_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXG
20160521T105032_20160521T105553_T30SWG,0.035751,20160521,20160521T105032_20160521T105553_T30SWG,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWG,30SWG,Sentinel-2A,20160521T105032_20160521T105553_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWG
20160521T105032_20160521T105553_T30SXF,0.001712,20160521,20160521T105032_20160521T105553_T30SXF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SXF,30SXF,Sentinel-2A,20160521T105032_20160521T105553_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SXF
20160521T105032_20160521T105553_T30SWF,0.039989,20160521,20160521T105032_20160521T105553_T30SWF,2015-2016,2016-05-21,2016-05-21 | 20160521T105032_20160521T105553_T30SWF,30SWF,Sentinel-2A,20160521T105032_20160521T105553_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160521T105032_20160521T105553_T30SWF
20160613T105622_20160613T110559_T30SWG,0.011326,20160613,20160613T105622_20160613T110559_T30SWG,2015-2016,2016-06-13,2016-06-13 | 20160613T105622_20160613T110559_T30SWG,30SWG,Sentinel-2A,20160613T105622_20160613T110559_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160613T105622_20160613T110559_T30SWG
20160620T105032_20160620T105336_T30SXG,1.99001,20160620,20160620T105032_20160620T105336_T30SXG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SXG,30SXG,Sentinel-2A,20160620T105032_20160620T105336_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SXG
20160620T105032_20160620T105336_T30SWG,0.476373,20160620,20160620T105032_20160620T105336_T30SWG,2015-2016,2016-06-20,2016-06-20 | 20160620T105032_20160620T105336_T30SWG,30SWG,Sentinel-2A,20160620T105032_20160620T105336_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160620T105032_20160620T105336_T30SWG
20160623T105652_20160623T105858_T30SWG,0.01195,20160623,20160623T105652_20160623T105858_T30SWG,2015-2016,2016-06-23,2016-06-23 | 20160623T105652_20160623T105858_T30SWG,30SWG,Sentinel-2A,20160623T105652_20160623T105858_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160623T105652_20160623T105858_T30SWG
20160630T105032_20160630T105625_T30SXF,1.195467,20160630,20160630T105032_20160630T105625_T30SXF,2015-2016,2016-06-30,2016-06-30 | 20160630T105032_20160630T105625_T30SXF,30SXF,Sentinel-2A,20160630T105032_20160630T105625_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160630T105032_20160630T105625_T30SXF
20160630T105032_20160630T105625_T30SWF,0.840154,20160630,20160630T105032_20160630T105625_T30SWF,2015-2016,2016-06-30,2016-06-30 | 20160630T105032_20160630T105625_T30SWF,30SWF,Sentinel-2A,20160630T105032_20160630T105625_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160630T105032_20160630T105625_T30SWF
20160703T105622_20160703T110602_T30SWG,0.011729,20160703,20160703T105622_20160703T110602_T30SWG,2015-2016,2016-07-03,2016-07-03 | 20160703T105622_20160703T110602_T30SWG,30SWG,Sentinel-2A,20160703T105622_20160703T110602_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160703T105622_20160703T110602_T30SWG
20160703T105622_20160703T110602_T30SWF,0.112032,20160703,20160703T105622_20160703T110602_T30SWF,2015-2016,2016-07-03,2016-07-03 | 20160703T105622_20160703T110602_T30SWF,30SWF,Sentinel-2A,20160703T105622_20160703T110602_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160703T105622_20160703T110602_T30SWF
20160710T105032_20160710T105247_T30SXG,0.005654,20160710,20160710T105032_20160710T105247_T30SXG,2015-2016,2016-07-10,2016-07-10 | 20160710T105032_20160710T105247_T30SXG,30SXG,Sentinel-2A,20160710T105032_20160710T105247_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160710T105032_20160710T105247_T30SXG
20160710T105032_20160710T105247_T30SWG,0.032235,20160710,20160710T105032_20160710T105247_T30SWG,2015-2016,2016-07-10,2016-07-10 | 20160710T105032_20160710T105247_T30SWG,30SWG,Sentinel-2A,20160710T105032_20160710T105247_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160710T105032_20160710T105247_T30SWG
20160710T105032_20160710T105247_T30SWF,0.617225,20160710,20160710T105032_20160710T105247_T30SWF,2015-2016,2016-07-10,2016-07-10 | 20160710T105032_20160710T105247_T30SWF,30SWF,Sentinel-2A,20160710T105032_20160710T105247_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160710T105032_20160710T105247_T30SWF
20160713T105652_20160713T110542_T30SWF,0.683627,20160713,20160713T105652_20160713T110542_T30SWF,2015-2016,2016-07-13,2016-07-13 | 20160713T105652_20160713T110542_T30SWF,30SWF,Sentinel-2A,20160713T105652_20160713T110542_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160713T105652_20160713T110542_T30SWF
20160723T105622_20160723T110712_T30SWF,1.085647,20160723,20160723T105622_20160723T110712_T30SWF,2015-2016,2016-07-23,2016-07-23 | 20160723T105622_20160723T110712_T30SWF,30SWF,Sentinel-2A,20160723T105622_20160723T110712_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160723T105622_20160723T110712_T30SWF
20160730T105032_20160730T105338_T30SXG,0.60741,20160730,20160730T105032_20160730T105338_T30SXG,2015-2016,2016-07-30,2016-07-30 | 20160730T105032_20160730T105338_T30SXG,30SXG,Sentinel-2A,20160730T105032_20160730T105338_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160730T105032_20160730T105338_T30SXG
20160730T105032_20160730T105338_T30SWG,1.362874,20160730,20160730T105032_20160730T105338_T30SWG,2015-2016,2016-07-30,2016-07-30 | 20160730T105032_20160730T105338_T30SWG,30SWG,Sentinel-2A,20160730T105032_20160730T105338_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160730T105032_20160730T105338_T30SWG
20160730T105032_20160730T105338_T30SWF,0.581647,20160730,20160730T105032_20160730T105338_T30SWF,2015-2016,2016-07-30,2016-07-30 | 20160730T105032_20160730T105338_T30SWF,30SWF,Sentinel-2A,20160730T105032_20160730T105338_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160730T105032_20160730T105338_T30SWF
20160802T105652_20160802T110307_T30SWG,0.007272,20160802,20160802T105652_20160802T110307_T30SWG,2015-2016,2016-08-02,2016-08-02 | 20160802T105652_20160802T110307_T30SWG,30SWG,Sentinel-2A,20160802T105652_20160802T110307_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160802T105652_20160802T110307_T30SWG
20160809T105032_20160809T105851_T30SXG,0.003401,20160809,20160809T105032_20160809T105851_T30SXG,2015-2016,2016-08-09,2016-08-09 | 20160809T105032_20160809T105851_T30SXG,30SXG,Sentinel-2A,20160809T105032_20160809T105851_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160809T105032_20160809T105851_T30SXG
20160809T105032_20160809T105851_T30SWG,0.039389,20160809,20160809T105032_20160809T105851_T30SWG,2015-2016,2016-08-09,2016-08-09 | 20160809T105032_20160809T105851_T30SWG,30SWG,Sentinel-2A,20160809T105032_20160809T105851_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160809T105032_20160809T105851_T30SWG
20160809T105032_20160809T105851_T30SXF,2.18061,20160809,20160809T105032_20160809T105851_T30SXF,2015-2016,2016-08-09,2016-08-09 | 20160809T105032_20160809T105851_T30SXF,30SXF,Sentinel-2A,20160809T105032_20160809T105851_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160809T105032_20160809T105851_T30SXF
20160809T105032_20160809T105851_T30SWF,0.337512,20160809,20160809T105032_20160809T105851_T30SWF,2015-2016,2016-08-09,2016-08-09 | 20160809T105032_20160809T105851_T30SWF,30SWF,Sentinel-2A,20160809T105032_20160809T105851_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160809T105032_20160809T105851_T30SWF
20160819T105032_20160819T105337_T30SXG,0.312278,20160819,20160819T105032_20160819T105337_T30SXG,2015-2016,2016-08-19,2016-08-19 | 20160819T105032_20160819T105337_T30SXG,30SXG,Sentinel-2A,20160819T105032_20160819T105337_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20160819T105032_20160819T105337_T30SXG
20160819T105032_20160819T105337_T30SWG,0.137916,20160819,20160819T105032_20160819T105337_T30SWG,2015-2016,2016-08-19,2016-08-19 | 20160819T105032_20160819T105337_T30SWG,30SWG,Sentinel-2A,20160819T105032_20160819T105337_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160819T105032_20160819T105337_T30SWG
20160819T105032_20160819T105337_T30SXF,0.012432,20160819,20160819T105032_20160819T105337_T30SXF,2015-2016,2016-08-19,2016-08-19 | 20160819T105032_20160819T105337_T30SXF,30SXF,Sentinel-2A,20160819T105032_20160819T105337_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160819T105032_20160819T105337_T30SXF
20160819T105032_20160819T105337_T30SWF,0.011468,20160819,20160819T105032_20160819T105337_T30SWF,2015-2016,2016-08-19,2016-08-19 | 20160819T105032_20160819T105337_T30SWF,30SWF,Sentinel-2A,20160819T105032_20160819T105337_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160819T105032_20160819T105337_T30SWF
20160822T105652_20160822T110529_T30SWG,0.240452,20160822,20160822T105652_20160822T110529_T30SWG,2015-2016,2016-08-22,2016-08-22 | 20160822T105652_20160822T110529_T30SWG,30SWG,Sentinel-2A,20160822T105652_20160822T110529_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160822T105652_20160822T110529_T30SWG
20160829T105032_20160829T105541_T30SWG,0.941633,20160829,20160829T105032_20160829T105541_T30SWG,2015-2016,2016-08-29,2016-08-29 | 20160829T105032_20160829T105541_T30SWG,30SWG,Sentinel-2A,20160829T105032_20160829T105541_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160829T105032_20160829T105541_T30SWG
20160908T105022_20160908T105416_T30SWG,0.23306,20160908,20160908T105022_20160908T105416_T30SWG,2015-2016,2016-09-08,2016-09-08 | 20160908T105022_20160908T105416_T30SWG,30SWG,Sentinel-2A,20160908T105022_20160908T105416_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160908T105022_20160908T105416_T30SWG
20160918T105022_20160918T105641_T30SXF,2.483522,20160918,20160918T105022_20160918T105641_T30SXF,2015-2016,2016-09-18,2016-09-18 | 20160918T105022_20160918T105641_T30SXF,30SXF,Sentinel-2A,20160918T105022_20160918T105641_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20160918T105022_20160918T105641_T30SXF
20160918T105022_20160918T105641_T30SWF,0.558247,20160918,20160918T105022_20160918T105641_T30SWF,2015-2016,2016-09-18,2016-09-18 | 20160918T105022_20160918T105641_T30SWF,30SWF,Sentinel-2A,20160918T105022_20160918T105641_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20160918T105022_20160918T105641_T30SWF
20160921T105732_20160921T110634_T30SWG,0.172514,20160921,20160921T105732_20160921T110634_T30SWG,2015-2016,2016-09-21,2016-09-21 | 20160921T105732_20160921T110634_T30SWG,30SWG,Sentinel-2A,20160921T105732_20160921T110634_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20160921T105732_20160921T110634_T30SWG
20161001T105842_20161001T110717_T30SWF,1.351493,20161001,20161001T105842_20161001T110717_T30SWF,2016-2017,2016-10-01,2016-10-01 | 20161001T105842_20161001T110717_T30SWF,30SWF,Sentinel-2A,20161001T105842_20161001T110717_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20161001T105842_20161001T110717_T30SWF
20161011T105952_20161011T110223_T30SWG,0.039329,20161011,20161011T105952_20161011T110223_T30SWG,2016-2017,2016-10-11,2016-10-11 | 20161011T105952_20161011T110223_T30SWG,30SWG,Sentinel-2A,20161011T105952_20161011T110223_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20161011T105952_20161011T110223_T30SWG
20161011T105952_20161011T110223_T30SWF,0.038667,20161011,20161011T105952_20161011T110223_T30SWF,2016-2017,2016-10-11,2016-10-11 | 20161011T105952_20161011T110223_T30SWF,30SWF,Sentinel-2A,20161011T105952_20161011T110223_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20161011T105952_20161011T110223_T30SWF
20161110T110302_20161110T110832_T30SWG,2.276757,20161110,20161110T110302_20161110T110832_T30SWG,2016-2017,2016-11-10,2016-11-10 | 20161110T110302_20161110T110832_T30SWG,30SWG,Sentinel-2A,20161110T110302_20161110T110832_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20161110T110302_20161110T110832_T30SWG
20161117T105322_20161117T105828_T30SXG,0.005879,20161117,20161117T105322_20161117T105828_T30SXG,2016-2017,2016-11-17,2016-11-17 | 20161117T105322_20161117T105828_T30SXG,30SXG,Sentinel-2A,20161117T105322_20161117T105828_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20161117T105322_20161117T105828_T30SXG
20161117T105322_20161117T105828_T30SWG,0.04306,20161117,20161117T105322_20161117T105828_T30SWG,2016-2017,2016-11-17,2016-11-17 | 20161117T105322_20161117T105828_T30SWG,30SWG,Sentinel-2A,20161117T105322_20161117T105828_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20161117T105322_20161117T105828_T30SWG
20161117T105322_20161117T105828_T30SXF,0.00563,20161117,20161117T105322_20161117T105828_T30SXF,2016-2017,2016-11-17,2016-11-17 | 20161117T105322_20161117T105828_T30SXF,30SXF,Sentinel-2A,20161117T105322_20161117T105828_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20161117T105322_20161117T105828_T30SXF
20161117T105322_20161117T105828_T30SWF,0.020359,20161117,20161117T105322_20161117T105828_T30SWF,2016-2017,2016-11-17,2016-11-17 | 20161117T105322_20161117T105828_T30SWF,30SWF,Sentinel-2A,20161117T105322_20161117T105828_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20161117T105322_20161117T105828_T30SWF
20161220T110452_20161220T110447_T30SWF,1.92966,20161220,20161220T110452_20161220T110447_T30SWF,2016-2017,2016-12-20,2016-12-20 | 20161220T110452_20161220T110447_T30SWF,30SWF,Sentinel-2A,20161220T110452_20161220T110447_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20161220T110452_20161220T110447_T30SWF
20170116T105401_20170116T105355_T30SXG,0.449401,20170116,20170116T105401_20170116T105355_T30SXG,2016-2017,2017-01-16,2017-01-16 | 20170116T105401_20170116T105355_T30SXG,30SXG,Sentinel-2A,20170116T105401_20170116T105355_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20170116T105401_20170116T105355_T30SXG
20170116T105401_20170116T105355_T30SWG,2.329547,20170116,20170116T105401_20170116T105355_T30SWG,2016-2017,2017-01-16,2017-01-16 | 20170116T105401_20170116T105355_T30SWG,30SWG,Sentinel-2A,20170116T105401_20170116T105355_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20170116T105401_20170116T105355_T30SWG
20170116T105401_20170116T105355_T30SXF,0.524149,20170116,20170116T105401_20170116T105355_T30SXF,2016-2017,2017-01-16,2017-01-16 | 20170116T105401_20170116T105355_T30SXF,30SXF,Sentinel-2A,20170116T105401_20170116T105355_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20170116T105401_20170116T105355_T30SXF
20170116T105401_20170116T105355_T30SWF,0.271933,20170116,20170116T105401_20170116T105355_T30SWF,2016-2017,2017-01-16,2017-01-16 | 20170116T105401_20170116T105355_T30SWF,30SWF,Sentinel-2A,20170116T105401_20170116T105355_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170116T105401_20170116T105355_T30SWF
20170208T110211_20170208T110245_T30SWG,1.737837,20170208,20170208T110211_20170208T110245_T30SWG,2016-2017,2017-02-08,2017-02-08 | 20170208T110211_20170208T110245_T30SWG,30SWG,Sentinel-2A,20170208T110211_20170208T110245_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20170208T110211_20170208T110245_T30SWG
20170228T110001_20170228T110209_T30SWF,0.329301,20170228,20170228T110001_20170228T110209_T30SWF,2016-2017,2017-02-28,2017-02-28 | 20170228T110001_20170228T110209_T30SWF,30SWF,Sentinel-2A,20170228T110001_20170228T110209_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170228T110001_20170228T110209_T30SWF
20170310T105841_20170310T110939_T30SWG,0.008144,20170310,20170310T105841_20170310T110939_T30SWG,2016-2017,2017-03-10,2017-03-10 | 20170310T105841_20170310T110939_T30SWG,30SWG,Sentinel-2A,20170310T105841_20170310T110939_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20170310T105841_20170310T110939_T30SWG
20170310T105841_20170310T110939_T30SWF,0.016482,20170310,20170310T105841_20170310T110939_T30SWF,2016-2017,2017-03-10,2017-03-10 | 20170310T105841_20170310T110939_T30SWF,30SWF,Sentinel-2A,20170310T105841_20170310T110939_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170310T105841_20170310T110939_T30SWF
20170319T104709_20170319T104900_T30SXG,0.88782,20170319,20170319T104709_20170319T104900_T30SXG,2016-2017,2017-03-19,2017-03-19 | 20170319T104709_20170319T104900_T30SXG,30SXG,Sentinel-2B,20170319T104709_20170319T104900_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20170319T104709_20170319T104900_T30SXG
20170319T104709_20170319T104900_T30SXF,8.76E-4,20170319,20170319T104709_20170319T104900_T30SXF,2016-2017,2017-03-19,2017-03-19 | 20170319T104709_20170319T104900_T30SXF,30SXF,Sentinel-2B,20170319T104709_20170319T104900_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20170319T104709_20170319T104900_T30SXF
20170319T104709_20170319T104900_T30SWF,0.276972,20170319,20170319T104709_20170319T104900_T30SWF,2016-2017,2017-03-19,2017-03-19 | 20170319T104709_20170319T104900_T30SWF,30SWF,Sentinel-2B,20170319T104709_20170319T104900_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170319T104709_20170319T104900_T30SWF
20170401T105029_20170401T105226_T30SXG,0.435941,20170401,20170401T105029_20170401T105226_T30SXG,2016-2017,2017-04-01,2017-04-01 | 20170401T105029_20170401T105226_T30SXG,30SXG,Sentinel-2B,20170401T105029_20170401T105226_T30SXG,COPERNICUS/S2_SR_HARMONIZED/20170401T105029_20170401T105226_T30SXG
20170401T105029_20170401T105226_T30SWG,2.335663,20170401,20170401T105029_20170401T105226_T30SWG,2016-2017,2017-04-01,2017-04-01 | 20170401T105029_20170401T105226_T30SWG,30SWG,Sentinel-2B,20170401T105029_20170401T105226_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20170401T105029_20170401T105226_T30SWG
20170401T105029_20170401T105226_T30SXF,0.101287,20170401,20170401T105029_20170401T105226_T30SXF,2016-2017,2017-04-01,2017-04-01 | 20170401T105029_20170401T105226_T30SXF,30SXF,Sentinel-2B,20170401T105029_20170401T105226_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20170401T105029_20170401T105226_T30SXF
20170401T105029_20170401T105226_T30SWF,1.259703,20170401,20170401T105029_20170401T105226_T30SWF,2016-2017,2017-04-01,2017-04-01 | 20170401T105029_20170401T105226_T30SWF,30SWF,Sentinel-2B,20170401T105029_20170401T105226_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170401T105029_20170401T105226_T30SWF
20170406T105021_20170406T105317_T30SWF,3.8522,20170406,20170406T105021_20170406T105317_T30SWF,2016-2017,2017-04-06,2017-04-06 | 20170406T105021_20170406T105317_T30SWF,30SWF,Sentinel-2A,20170406T105021_20170406T105317_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170406T105021_20170406T105317_T30SWF
20170406T105021_20170406T105317_T30SXF,0.436173,20170406,20170406T105021_20170406T105317_T30SXF,2016-2017,2017-04-06,2017-04-06 | 20170406T105021_20170406T105317_T30SXF,30SXF,Sentinel-2A,20170406T105021_20170406T105317_T30SXF,COPERNICUS/S2_SR_HARMONIZED/20170406T105021_20170406T105317_T30SXF
20170409T105651_20170409T110529_T30SWF,1.4767,20170409,20170409T105651_20170409T110529_T30SWF,2016-2017,2017-04-09,2017-04-09 | 20170409T105651_20170409T110529_T30SWF,30SWF,Sentinel-2A,20170409T105651_20170409T110529_T30SWF,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30SWF
20170409T105651_20170409T110529_T30SWG,3.6838,20170409,20170409T105651_20170409T110529_T30SWG,2016-2017,2017-04-09,2017-04-09 | 20170409T105651_20170409T110529_T30SWG,30SWG,Sentinel-2A,20170409T105651_20170409T110529_T30SWG,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30SWG
