system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,product_name,product_status,product_type,spacecraft,system_index,visualization_method,ee_image_asset
1316,14.543526,20180618,20180618T105619_20180618T110436_T30SWF,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWF,30SWF,NDVI_20180618_20180618T105619_20180618T110436_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20180618T105619_20180618T110436_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWF
1317,14.543526,20180618,20180618T105619_20180618T110436_T30SWF,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWF,30SWF,NDWI_20180618_20180618T105619_20180618T110436_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2B,20180618T105619_20180618T110436_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWF
1318,14.543526,20180618,20180618T105619_20180618T110436_T30SWF,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWF,30SWF,NDDI_20180618_20180618T105619_20180618T110436_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2B,20180618T105619_20180618T110436_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWF
1319,14.543526,20180618,20180618T105619_20180618T110436_T30SWF,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWF,30SWF,RF_Risk_Map_20180618_20180618T105619_20180618T110436_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180618T105619_20180618T110436_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWF
1320,0.023754,20180618,20180618T105619_20180618T110436_T30SWG,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWG,30SWG,NDVI_20180618_20180618T105619_20180618T110436_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20180618T105619_20180618T110436_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWG
1321,0.023754,20180618,20180618T105619_20180618T110436_T30SWG,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWG,30SWG,NDWI_20180618_20180618T105619_20180618T110436_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20180618T105619_20180618T110436_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWG
1322,0.023754,20180618,20180618T105619_20180618T110436_T30SWG,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWG,30SWG,NDDI_20180618_20180618T105619_20180618T110436_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20180618T105619_20180618T110436_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWG
1323,0.023754,20180618,20180618T105619_20180618T110436_T30SWG,2017-2018,2018-06-18,2018-06-18 | 20180618T105619_20180618T110436_T30SWG,30SWG,RF_Risk_Map_20180618_20180618T105619_20180618T110436_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180618T105619_20180618T110436_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180618T105619_20180618T110436_T30SWG
1324,3.455065,20180620,20180620T105031_20180620T105211_T30SXF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXF,30SXF,NDVI_20180620_20180620T105031_20180620T105211_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20180620T105031_20180620T105211_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXF
1325,3.455065,20180620,20180620T105031_20180620T105211_T30SXF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXF,30SXF,NDWI_20180620_20180620T105031_20180620T105211_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20180620T105031_20180620T105211_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXF
1326,3.455065,20180620,20180620T105031_20180620T105211_T30SXF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXF,30SXF,NDDI_20180620_20180620T105031_20180620T105211_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20180620T105031_20180620T105211_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXF
1327,3.455065,20180620,20180620T105031_20180620T105211_T30SXF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXF,30SXF,RF_Risk_Map_20180620_20180620T105031_20180620T105211_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180620T105031_20180620T105211_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXF
1328,0.016158,20180620,20180620T105031_20180620T105211_T30SXG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXG,30SXG,NDVI_20180620_20180620T105031_20180620T105211_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20180620T105031_20180620T105211_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXG
1329,0.016158,20180620,20180620T105031_20180620T105211_T30SXG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXG,30SXG,NDWI_20180620_20180620T105031_20180620T105211_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2A,20180620T105031_20180620T105211_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXG
1330,0.016158,20180620,20180620T105031_20180620T105211_T30SXG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXG,30SXG,NDDI_20180620_20180620T105031_20180620T105211_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2A,20180620T105031_20180620T105211_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXG
1331,0.016158,20180620,20180620T105031_20180620T105211_T30SXG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SXG,30SXG,RF_Risk_Map_20180620_20180620T105031_20180620T105211_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180620T105031_20180620T105211_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SXG
1332,0.040441,20180620,20180620T105031_20180620T105211_T30SWG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWG,30SWG,NDVI_20180620_20180620T105031_20180620T105211_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20180620T105031_20180620T105211_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWG
1333,0.040441,20180620,20180620T105031_20180620T105211_T30SWG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWG,30SWG,NDWI_20180620_20180620T105031_20180620T105211_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20180620T105031_20180620T105211_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWG
1334,0.040441,20180620,20180620T105031_20180620T105211_T30SWG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWG,30SWG,NDDI_20180620_20180620T105031_20180620T105211_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20180620T105031_20180620T105211_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWG
1335,0.040441,20180620,20180620T105031_20180620T105211_T30SWG,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWG,30SWG,RF_Risk_Map_20180620_20180620T105031_20180620T105211_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180620T105031_20180620T105211_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWG
1336,0.072685,20180620,20180620T105031_20180620T105211_T30SWF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWF,30SWF,NDVI_20180620_20180620T105031_20180620T105211_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20180620T105031_20180620T105211_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWF
1337,0.072685,20180620,20180620T105031_20180620T105211_T30SWF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWF,30SWF,NDWI_20180620_20180620T105031_20180620T105211_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20180620T105031_20180620T105211_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWF
1338,0.072685,20180620,20180620T105031_20180620T105211_T30SWF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWF,30SWF,NDDI_20180620_20180620T105031_20180620T105211_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20180620T105031_20180620T105211_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWF
1339,0.072685,20180620,20180620T105031_20180620T105211_T30SWF,2017-2018,2018-06-20,2018-06-20 | 20180620T105031_20180620T105211_T30SWF,30SWF,RF_Risk_Map_20180620_20180620T105031_20180620T105211_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180620T105031_20180620T105211_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T30SWF
1340,0.013278,20180623,20180623T105621_20180623T110520_T30SWG,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWG,30SWG,NDVI_20180623_20180623T105621_20180623T110520_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20180623T105621_20180623T110520_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWG
1341,0.013278,20180623,20180623T105621_20180623T110520_T30SWG,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWG,30SWG,NDWI_20180623_20180623T105621_20180623T110520_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20180623T105621_20180623T110520_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWG
1342,0.013278,20180623,20180623T105621_20180623T110520_T30SWG,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWG,30SWG,NDDI_20180623_20180623T105621_20180623T110520_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20180623T105621_20180623T110520_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWG
1343,0.013278,20180623,20180623T105621_20180623T110520_T30SWG,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWG,30SWG,RF_Risk_Map_20180623_20180623T105621_20180623T110520_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180623T105621_20180623T110520_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWG
1344,0.313937,20180623,20180623T105621_20180623T110520_T30SWF,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWF,30SWF,NDVI_20180623_20180623T105621_20180623T110520_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20180623T105621_20180623T110520_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWF
1345,0.313937,20180623,20180623T105621_20180623T110520_T30SWF,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWF,30SWF,NDWI_20180623_20180623T105621_20180623T110520_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20180623T105621_20180623T110520_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWF
1346,0.313937,20180623,20180623T105621_20180623T110520_T30SWF,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWF,30SWF,NDDI_20180623_20180623T105621_20180623T110520_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20180623T105621_20180623T110520_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWF
1347,0.313937,20180623,20180623T105621_20180623T110520_T30SWF,2017-2018,2018-06-23,2018-06-23 | 20180623T105621_20180623T110520_T30SWF,30SWF,RF_Risk_Map_20180623_20180623T105621_20180623T110520_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180623T105621_20180623T110520_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180623T105621_20180623T110520_T30SWF
1348,4.695629,20180625,20180625T105029_20180625T105253_T30SWF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWF,30SWF,NDVI_20180625_20180625T105029_20180625T105253_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20180625T105029_20180625T105253_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWF
1349,4.695629,20180625,20180625T105029_20180625T105253_T30SWF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWF,30SWF,NDWI_20180625_20180625T105029_20180625T105253_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2B,20180625T105029_20180625T105253_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWF
1350,4.695629,20180625,20180625T105029_20180625T105253_T30SWF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWF,30SWF,NDDI_20180625_20180625T105029_20180625T105253_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2B,20180625T105029_20180625T105253_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWF
1351,4.695629,20180625,20180625T105029_20180625T105253_T30SWF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWF,30SWF,RF_Risk_Map_20180625_20180625T105029_20180625T105253_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180625T105029_20180625T105253_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWF
1352,0.41692,20180625,20180625T105029_20180625T105253_T30SXG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXG,30SXG,NDVI_20180625_20180625T105029_20180625T105253_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2B,20180625T105029_20180625T105253_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXG
1353,0.41692,20180625,20180625T105029_20180625T105253_T30SXG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXG,30SXG,NDWI_20180625_20180625T105029_20180625T105253_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2B,20180625T105029_20180625T105253_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXG
1354,0.41692,20180625,20180625T105029_20180625T105253_T30SXG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXG,30SXG,NDDI_20180625_20180625T105029_20180625T105253_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2B,20180625T105029_20180625T105253_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXG
1355,0.41692,20180625,20180625T105029_20180625T105253_T30SXG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXG,30SXG,RF_Risk_Map_20180625_20180625T105029_20180625T105253_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180625T105029_20180625T105253_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXG
1356,0.024542,20180625,20180625T105029_20180625T105253_T30SWG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWG,30SWG,NDVI_20180625_20180625T105029_20180625T105253_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20180625T105029_20180625T105253_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWG
1357,0.024542,20180625,20180625T105029_20180625T105253_T30SWG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWG,30SWG,NDWI_20180625_20180625T105029_20180625T105253_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20180625T105029_20180625T105253_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWG
1358,0.024542,20180625,20180625T105029_20180625T105253_T30SWG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWG,30SWG,NDDI_20180625_20180625T105029_20180625T105253_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20180625T105029_20180625T105253_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWG
1359,0.024542,20180625,20180625T105029_20180625T105253_T30SWG,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SWG,30SWG,RF_Risk_Map_20180625_20180625T105029_20180625T105253_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180625T105029_20180625T105253_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SWG
1360,5.928693,20180625,20180625T105029_20180625T105253_T30SXF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXF,30SXF,NDVI_20180625_20180625T105029_20180625T105253_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2B,20180625T105029_20180625T105253_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXF
1361,5.928693,20180625,20180625T105029_20180625T105253_T30SXF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXF,30SXF,NDWI_20180625_20180625T105029_20180625T105253_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2B,20180625T105029_20180625T105253_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXF
1362,5.928693,20180625,20180625T105029_20180625T105253_T30SXF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXF,30SXF,NDDI_20180625_20180625T105029_20180625T105253_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2B,20180625T105029_20180625T105253_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXF
1363,5.928693,20180625,20180625T105029_20180625T105253_T30SXF,2017-2018,2018-06-25,2018-06-25 | 20180625T105029_20180625T105253_T30SXF,30SXF,RF_Risk_Map_20180625_20180625T105029_20180625T105253_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180625T105029_20180625T105253_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T30SXF
1364,14.743428,20180628,20180628T105619_20180628T110953_T30SWF,2017-2018,2018-06-28,2018-06-28 | 20180628T105619_20180628T110953_T30SWF,30SWF,NDVI_20180628_20180628T105619_20180628T110953_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20180628T105619_20180628T110953_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180628T105619_20180628T110953_T30SWF
1365,14.743428,20180628,20180628T105619_20180628T110953_T30SWF,2017-2018,2018-06-28,2018-06-28 | 20180628T105619_20180628T110953_T30SWF,30SWF,NDWI_20180628_20180628T105619_20180628T110953_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2B,20180628T105619_20180628T110953_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180628T105619_20180628T110953_T30SWF
1366,14.743428,20180628,20180628T105619_20180628T110953_T30SWF,2017-2018,2018-06-28,2018-06-28 | 20180628T105619_20180628T110953_T30SWF,30SWF,NDDI_20180628_20180628T105619_20180628T110953_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2B,20180628T105619_20180628T110953_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180628T105619_20180628T110953_T30SWF
1367,14.743428,20180628,20180628T105619_20180628T110953_T30SWF,2017-2018,2018-06-28,2018-06-28 | 20180628T105619_20180628T110953_T30SWF,30SWF,RF_Risk_Map_20180628_20180628T105619_20180628T110953_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20180628T105619_20180628T110953_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180628T105619_20180628T110953_T30SWF
1368,19.752262,20180630,20180630T105031_20180630T105440_T30SWG,2017-2018,2018-06-30,2018-06-30 | 20180630T105031_20180630T105440_T30SWG,30SWG,NDVI_20180630_20180630T105031_20180630T105440_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20180630T105031_20180630T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180630T105031_20180630T105440_T30SWG
1369,19.752262,20180630,20180630T105031_20180630T105440_T30SWG,2017-2018,2018-06-30,2018-06-30 | 20180630T105031_20180630T105440_T30SWG,30SWG,NDWI_20180630_20180630T105031_20180630T105440_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20180630T105031_20180630T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180630T105031_20180630T105440_T30SWG
1370,19.752262,20180630,20180630T105031_20180630T105440_T30SWG,2017-2018,2018-06-30,2018-06-30 | 20180630T105031_20180630T105440_T30SWG,30SWG,NDDI_20180630_20180630T105031_20180630T105440_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20180630T105031_20180630T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180630T105031_20180630T105440_T30SWG
1371,19.752262,20180630,20180630T105031_20180630T105440_T30SWG,2017-2018,2018-06-30,2018-06-30 | 20180630T105031_20180630T105440_T30SWG,30SWG,RF_Risk_Map_20180630_20180630T105031_20180630T105440_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180630T105031_20180630T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180630T105031_20180630T105440_T30SWG
1372,19.370509,20180703,20180703T105621_20180703T105938_T30SWF,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWF,30SWF,NDVI_20180703_20180703T105621_20180703T105938_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20180703T105621_20180703T105938_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWF
1373,19.370509,20180703,20180703T105621_20180703T105938_T30SWF,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWF,30SWF,NDWI_20180703_20180703T105621_20180703T105938_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20180703T105621_20180703T105938_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWF
1374,19.370509,20180703,20180703T105621_20180703T105938_T30SWF,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWF,30SWF,NDDI_20180703_20180703T105621_20180703T105938_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20180703T105621_20180703T105938_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWF
1375,19.370509,20180703,20180703T105621_20180703T105938_T30SWF,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWF,30SWF,RF_Risk_Map_20180703_20180703T105621_20180703T105938_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20180703T105621_20180703T105938_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWF
1376,16.586488,20180703,20180703T105621_20180703T105938_T30SWG,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWG,30SWG,NDVI_20180703_20180703T105621_20180703T105938_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20180703T105621_20180703T105938_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWG
1377,16.586488,20180703,20180703T105621_20180703T105938_T30SWG,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWG,30SWG,NDWI_20180703_20180703T105621_20180703T105938_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20180703T105621_20180703T105938_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWG
1378,16.586488,20180703,20180703T105621_20180703T105938_T30SWG,2017-2018,2018-07-03,2018-07-03 | 20180703T105621_20180703T105938_T30SWG,30SWG,NDDI_20180703_20180703T105621_20180703T105938_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20180703T105621_20180703T105938_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20180703T105621_20180703T105938_T30SWG
