system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,product_name,product_status,product_type,spacecraft,system_index,visualization_method,ee_image_asset
7642,4.103416,20250427,20250427T105641_20250427T110517_T30SWF,2024-2025,2025-04-27,2025-04-27 | 20250427T105641_20250427T110517_T30SWF,30SWF,NDDI_20250427_20250427T105641_20250427T110517_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2C,20250427T105641_20250427T110517_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250427T105641_20250427T110517_T30SWF
7643,4.103416,20250427,20250427T105641_20250427T110517_T30SWF,2024-2025,2025-04-27,2025-04-27 | 20250427T105641_20250427T110517_T30SWF,30SWF,RF_Risk_Map_20250427_20250427T105641_20250427T110517_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2C,20250427T105641_20250427T110517_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250427T105641_20250427T110517_T30SWF
7644,6.086768,20250504,20250504T105051_20250504T105614_T30SXG,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXG,30SXG,NDVI_20250504_20250504T105051_20250504T105614_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2C,20250504T105051_20250504T105614_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXG
7645,6.086768,20250504,20250504T105051_20250504T105614_T30SXG,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXG,30SXG,NDWI_20250504_20250504T105051_20250504T105614_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2C,20250504T105051_20250504T105614_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXG
7646,6.086768,20250504,20250504T105051_20250504T105614_T30SXG,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXG,30SXG,NDDI_20250504_20250504T105051_20250504T105614_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2C,20250504T105051_20250504T105614_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXG
7647,6.086768,20250504,20250504T105051_20250504T105614_T30SXG,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXG,30SXG,RF_Risk_Map_20250504_20250504T105051_20250504T105614_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2C,20250504T105051_20250504T105614_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXG
7648,0.004121,20250504,20250504T105051_20250504T105614_T30SXF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXF,30SXF,NDVI_20250504_20250504T105051_20250504T105614_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2C,20250504T105051_20250504T105614_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXF
7649,0.004121,20250504,20250504T105051_20250504T105614_T30SXF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXF,30SXF,NDWI_20250504_20250504T105051_20250504T105614_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2C,20250504T105051_20250504T105614_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXF
7650,0.004121,20250504,20250504T105051_20250504T105614_T30SXF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXF,30SXF,NDDI_20250504_20250504T105051_20250504T105614_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2C,20250504T105051_20250504T105614_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXF
7651,0.004121,20250504,20250504T105051_20250504T105614_T30SXF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SXF,30SXF,RF_Risk_Map_20250504_20250504T105051_20250504T105614_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2C,20250504T105051_20250504T105614_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SXF
7652,3.224271,20250504,20250504T105051_20250504T105614_T30SWF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SWF,30SWF,NDVI_20250504_20250504T105051_20250504T105614_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2C,20250504T105051_20250504T105614_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SWF
7653,3.224271,20250504,20250504T105051_20250504T105614_T30SWF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SWF,30SWF,NDWI_20250504_20250504T105051_20250504T105614_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2C,20250504T105051_20250504T105614_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SWF
7654,3.224271,20250504,20250504T105051_20250504T105614_T30SWF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SWF,30SWF,NDDI_20250504_20250504T105051_20250504T105614_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2C,20250504T105051_20250504T105614_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SWF
7655,3.224271,20250504,20250504T105051_20250504T105614_T30SWF,2024-2025,2025-05-04,2025-05-04 | 20250504T105051_20250504T105614_T30SWF,30SWF,RF_Risk_Map_20250504_20250504T105051_20250504T105614_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2C,20250504T105051_20250504T105614_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T30SWF
7656,2.557576,20250506,20250506T105041_20250506T105313_T30SXF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SXF,30SXF,NDVI_20250506_20250506T105041_20250506T105313_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20250506T105041_20250506T105313_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SXF
7657,2.557576,20250506,20250506T105041_20250506T105313_T30SXF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SXF,30SXF,NDWI_20250506_20250506T105041_20250506T105313_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20250506T105041_20250506T105313_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SXF
7658,2.557576,20250506,20250506T105041_20250506T105313_T30SXF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SXF,30SXF,NDDI_20250506_20250506T105041_20250506T105313_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20250506T105041_20250506T105313_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SXF
7659,2.557576,20250506,20250506T105041_20250506T105313_T30SXF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SXF,30SXF,RF_Risk_Map_20250506_20250506T105041_20250506T105313_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20250506T105041_20250506T105313_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SXF
7660,6.919336,20250506,20250506T105041_20250506T105313_T30SWF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SWF,30SWF,NDVI_20250506_20250506T105041_20250506T105313_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20250506T105041_20250506T105313_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SWF
7661,6.919336,20250506,20250506T105041_20250506T105313_T30SWF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SWF,30SWF,NDWI_20250506_20250506T105041_20250506T105313_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20250506T105041_20250506T105313_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SWF
7662,6.919336,20250506,20250506T105041_20250506T105313_T30SWF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SWF,30SWF,NDDI_20250506_20250506T105041_20250506T105313_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20250506T105041_20250506T105313_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SWF
7663,6.919336,20250506,20250506T105041_20250506T105313_T30SWF,2024-2025,2025-05-06,2025-05-06 | 20250506T105041_20250506T105313_T30SWF,30SWF,RF_Risk_Map_20250506_20250506T105041_20250506T105313_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20250506T105041_20250506T105313_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T30SWF
7664,15.640453,20250509,20250509T104619_20250509T105927_T30SXF,2024-2025,2025-05-09,2025-05-09 | 20250509T104619_20250509T105927_T30SXF,30SXF,NDVI_20250509_20250509T104619_20250509T105927_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2B,20250509T104619_20250509T105927_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250509T104619_20250509T105927_T30SXF
7665,15.640453,20250509,20250509T104619_20250509T105927_T30SXF,2024-2025,2025-05-09,2025-05-09 | 20250509T104619_20250509T105927_T30SXF,30SXF,NDWI_20250509_20250509T104619_20250509T105927_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2B,20250509T104619_20250509T105927_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250509T104619_20250509T105927_T30SXF
7666,15.640453,20250509,20250509T104619_20250509T105927_T30SXF,2024-2025,2025-05-09,2025-05-09 | 20250509T104619_20250509T105927_T30SXF,30SXF,NDDI_20250509_20250509T104619_20250509T105927_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2B,20250509T104619_20250509T105927_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250509T104619_20250509T105927_T30SXF
7667,15.640453,20250509,20250509T104619_20250509T105927_T30SXF,2024-2025,2025-05-09,2025-05-09 | 20250509T104619_20250509T105927_T30SXF,30SXF,RF_Risk_Map_20250509_20250509T104619_20250509T105927_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250509T104619_20250509T105927_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250509T104619_20250509T105927_T30SXF
7668,7.077181,20250512,20250512T105619_20250512T111028_T30SWG,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWG,30SWG,NDVI_20250512_20250512T105619_20250512T111028_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20250512T105619_20250512T111028_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWG
7669,7.077181,20250512,20250512T105619_20250512T111028_T30SWG,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWG,30SWG,NDWI_20250512_20250512T105619_20250512T111028_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20250512T105619_20250512T111028_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWG
7670,7.077181,20250512,20250512T105619_20250512T111028_T30SWG,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWG,30SWG,NDDI_20250512_20250512T105619_20250512T111028_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20250512T105619_20250512T111028_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWG
7671,7.077181,20250512,20250512T105619_20250512T111028_T30SWG,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWG,30SWG,RF_Risk_Map_20250512_20250512T105619_20250512T111028_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250512T105619_20250512T111028_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWG
7672,2.966306,20250512,20250512T105619_20250512T111028_T30SWF,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWF,30SWF,NDVI_20250512_20250512T105619_20250512T111028_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20250512T105619_20250512T111028_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWF
7673,2.966306,20250512,20250512T105619_20250512T111028_T30SWF,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWF,30SWF,NDWI_20250512_20250512T105619_20250512T111028_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2B,20250512T105619_20250512T111028_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWF
7674,2.966306,20250512,20250512T105619_20250512T111028_T30SWF,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWF,30SWF,NDDI_20250512_20250512T105619_20250512T111028_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2B,20250512T105619_20250512T111028_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWF
7675,2.966306,20250512,20250512T105619_20250512T111028_T30SWF,2024-2025,2025-05-12,2025-05-12 | 20250512T105619_20250512T111028_T30SWF,30SWF,RF_Risk_Map_20250512_20250512T105619_20250512T111028_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250512T105619_20250512T111028_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250512T105619_20250512T111028_T30SWF
7676,3.084383,20250516,20250516T104651_20250516T105456_T30SXG,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXG,30SXG,NDVI_20250516_20250516T104651_20250516T105456_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20250516T104651_20250516T105456_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXG
7677,3.084383,20250516,20250516T104651_20250516T105456_T30SXG,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXG,30SXG,NDWI_20250516_20250516T104651_20250516T105456_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2A,20250516T104651_20250516T105456_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXG
7678,3.084383,20250516,20250516T104651_20250516T105456_T30SXG,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXG,30SXG,NDDI_20250516_20250516T104651_20250516T105456_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2A,20250516T104651_20250516T105456_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXG
7679,3.084383,20250516,20250516T104651_20250516T105456_T30SXG,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXG,30SXG,RF_Risk_Map_20250516_20250516T104651_20250516T105456_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20250516T104651_20250516T105456_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXG
7680,0.082807,20250516,20250516T104651_20250516T105456_T30SXF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXF,30SXF,NDVI_20250516_20250516T104651_20250516T105456_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20250516T104651_20250516T105456_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXF
7681,0.082807,20250516,20250516T104651_20250516T105456_T30SXF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXF,30SXF,NDWI_20250516_20250516T104651_20250516T105456_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20250516T104651_20250516T105456_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXF
7682,0.082807,20250516,20250516T104651_20250516T105456_T30SXF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXF,30SXF,NDDI_20250516_20250516T104651_20250516T105456_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20250516T104651_20250516T105456_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXF
7683,0.082807,20250516,20250516T104651_20250516T105456_T30SXF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SXF,30SXF,RF_Risk_Map_20250516_20250516T104651_20250516T105456_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20250516T104651_20250516T105456_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SXF
7684,1.940169,20250516,20250516T104651_20250516T105456_T30SWF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SWF,30SWF,NDVI_20250516_20250516T104651_20250516T105456_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20250516T104651_20250516T105456_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SWF
7685,1.940169,20250516,20250516T104651_20250516T105456_T30SWF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SWF,30SWF,NDWI_20250516_20250516T104651_20250516T105456_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20250516T104651_20250516T105456_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SWF
7686,1.940169,20250516,20250516T104651_20250516T105456_T30SWF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SWF,30SWF,NDDI_20250516_20250516T104651_20250516T105456_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20250516T104651_20250516T105456_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SWF
7687,1.940169,20250516,20250516T104651_20250516T105456_T30SWF,2024-2025,2025-05-16,2025-05-16 | 20250516T104651_20250516T105456_T30SWF,30SWF,RF_Risk_Map_20250516_20250516T104651_20250516T105456_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20250516T104651_20250516T105456_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250516T104651_20250516T105456_T30SWF
7688,15.97527,20250519,20250519T104619_20250519T104812_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXG,30SXG,NDVI_20250519_20250519T104619_20250519T104812_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2B,20250519T104619_20250519T104812_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXG
7689,15.97527,20250519,20250519T104619_20250519T104812_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXG,30SXG,NDWI_20250519_20250519T104619_20250519T104812_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2B,20250519T104619_20250519T104812_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXG
7690,15.97527,20250519,20250519T104619_20250519T104812_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXG,30SXG,NDDI_20250519_20250519T104619_20250519T104812_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2B,20250519T104619_20250519T104812_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXG
7691,15.97527,20250519,20250519T104619_20250519T104812_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXG,30SXG,RF_Risk_Map_20250519_20250519T104619_20250519T104812_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250519T104619_20250519T104812_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXG
7692,0.283972,20250519,20250519T104619_20250519T104812_T30SWG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SWG,30SWG,NDVI_20250519_20250519T104619_20250519T104812_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20250519T104619_20250519T104812_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SWG
7693,0.283972,20250519,20250519T104619_20250519T104812_T30SWG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SWG,30SWG,NDWI_20250519_20250519T104619_20250519T104812_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20250519T104619_20250519T104812_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SWG
7694,0.283972,20250519,20250519T104619_20250519T104812_T30SWG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SWG,30SWG,NDDI_20250519_20250519T104619_20250519T104812_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20250519T104619_20250519T104812_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SWG
7695,0.283972,20250519,20250519T104619_20250519T104812_T30SWG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SWG,30SWG,RF_Risk_Map_20250519_20250519T104619_20250519T104812_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250519T104619_20250519T104812_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SWG
7696,14.159866,20250519,20250519T104619_20250519T110049_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T110049_T30SXG,30SXG,NDVI_20250519_20250519T104619_20250519T110049_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2B,20250519T104619_20250519T110049_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T110049_T30SXG
7697,14.159866,20250519,20250519T104619_20250519T110049_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T110049_T30SXG,30SXG,NDWI_20250519_20250519T104619_20250519T110049_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2B,20250519T104619_20250519T110049_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T110049_T30SXG
7698,14.159866,20250519,20250519T104619_20250519T110049_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T110049_T30SXG,30SXG,NDDI_20250519_20250519T104619_20250519T110049_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2B,20250519T104619_20250519T110049_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T110049_T30SXG
7699,14.159866,20250519,20250519T104619_20250519T110049_T30SXG,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T110049_T30SXG,30SXG,RF_Risk_Map_20250519_20250519T104619_20250519T110049_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250519T104619_20250519T110049_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T110049_T30SXG
7700,14.470015,20250519,20250519T104619_20250519T104812_T30SXF,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXF,30SXF,NDVI_20250519_20250519T104619_20250519T104812_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2B,20250519T104619_20250519T104812_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXF
7701,14.470015,20250519,20250519T104619_20250519T104812_T30SXF,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXF,30SXF,NDWI_20250519_20250519T104619_20250519T104812_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2B,20250519T104619_20250519T104812_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXF
7702,14.470015,20250519,20250519T104619_20250519T104812_T30SXF,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXF,30SXF,NDDI_20250519_20250519T104619_20250519T104812_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2B,20250519T104619_20250519T104812_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXF
7703,14.470015,20250519,20250519T104619_20250519T104812_T30SXF,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SXF,30SXF,RF_Risk_Map_20250519_20250519T104619_20250519T104812_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20250519T104619_20250519T104812_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SXF
7704,0.489015,20250519,20250519T104619_20250519T104812_T30SWF,2024-2025,2025-05-19,2025-05-19 | 20250519T104619_20250519T104812_T30SWF,30SWF,NDVI_20250519_20250519T104619_20250519T104812_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20250519T104619_20250519T104812_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20250519T104619_20250519T104812_T30SWF
